id,audio_tokens
IntentClassification_10,<aud_00582><aud_00582><aud_00943><aud_00582><aud_00582><aud_00582><aud_00582><aud_00582><aud_00582><aud_00582><aud_00270><aud_00270><aud_00270><aud_00270><aud_00270><aud_00270><aud_00661><aud_00661><aud_00479><aud_00697><aud_00910><aud_00910><aud_00306><aud_00306><aud_00306><aud_00306><aud_00289><aud_00124><aud_00157><aud_00157><aud_00157><aud_00219><aud_00999><aud_00397><aud_00739><aud_00175><aud_00548><aud_00494><aud_00479><aud_00910><aud_00933><aud_00614><aud_00305><aud_00978><aud_00978><aud_00370><aud_00560><aud_00996><aud_00844><aud_00175><aud_00111><aud_00327><aud_00327><aud_00882><aud_00882><aud_00778><aud_00778><aud_00289><aud_00293><aud_00280><aud_00301><aud_00223><aud_00223><aud_00542><aud_00407><aud_00407><aud_00407><aud_00481><aud_00481><aud_00481><aud_00225><aud_00225><aud_00120><aud_00120><aud_00713><aud_00713><aud_00077><aud_00077><aud_00376><aud_00376><aud_00376><aud_00376><aud_00646><aud_00646><aud_00646><aud_00646><aud_00646><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00150><aud_00150><aud_00150><aud_00150><aud_00150><aud_00150><aud_00150><aud_00150><aud_00150><aud_00150><aud_00150><aud_00799><aud_00799><aud_00150><aud_00799>
IntentClassification_11,<aud_00147><aud_00943><aud_00943><aud_00943><aud_00189><aud_00288><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00288><aud_00007><aud_00007><aud_00007><aud_00007><aud_00393><aud_00393><aud_00393><aud_00201><aud_00201><aud_00201><aud_00040><aud_00044><aud_00044><aud_00020><aud_00476><aud_00929><aud_00608><aud_00544><aud_00544><aud_00544><aud_00506><aud_00506><aud_00506><aud_00094><aud_00228><aud_00528><aud_00459><aud_00459><aud_00459><aud_00459><aud_00082><aud_00082><aud_00052><aud_00061><aud_00839><aud_00839><aud_00295><aud_00145><aud_00145><aud_00808><aud_00808><aud_00808><aud_00243><aud_00243><aud_00243><aud_00840><aud_00840><aud_00719><aud_00719><aud_00110><aud_00110><aud_00110><aud_00110><aud_00110><aud_00453><aud_00453><aud_00453><aud_00032><aud_00032><aud_00196><aud_00189><aud_00065><aud_00065><aud_00065><aud_00967><aud_00967><aud_00967><aud_00892><aud_00892><aud_00079><aud_00079><aud_00079><aud_00079><aud_00079><aud_00079><aud_00079><aud_00079><aud_00079><aud_00079><aud_00288><aud_00943><aud_00943><aud_00943><aud_00943><aud_00288><aud_00288><aud_00288><aud_00288><aud_00288><aud_00288><aud_00288><aud_00288><aud_00441><aud_00007><aud_00007><aud_00007><aud_00007><aud_00007><aud_00007><aud_00007><aud_00007><aud_00007><aud_00007>
IntentClassification_12,<aud_00128><aud_00128><aud_00582><aud_00582><aud_00582><aud_00270><aud_00040><aud_00040><aud_00040><aud_00040><aud_00270><aud_00020><aud_00020><aud_00020><aud_00326><aud_00929><aud_00608><aud_00608><aud_00733><aud_00733><aud_00094><aud_00228><aud_00614><aud_00000><aud_00500><aud_00500><aud_00350><aud_00560><aud_00903><aud_00286><aud_00213><aud_00213><aud_00213><aud_00213><aud_00213><aud_00213><aud_00808><aud_00658><aud_00658><aud_00658><aud_00840><aud_00719><aud_00719><aud_00110><aud_00110><aud_00110><aud_00110><aud_00110><aud_00453><aud_00453><aud_00033><aud_00033><aud_00196><aud_00196><aud_00967><aud_00967><aud_00967><aud_00967><aud_00967><aud_00967><aud_00967><aud_00967><aud_00079><aud_00079><aud_00892><aud_00892><aud_00892><aud_00892><aud_00892><aud_00892><aud_00892><aud_00892><aud_00892><aud_00892><aud_00892><aud_00892><aud_00892>
IntentClassification_13,<aud_00009><aud_00009><aud_00582><aud_00582><aud_00365><aud_00365><aud_00365><aud_00365><aud_00365><aud_00365><aud_00365><aud_00365><aud_00270><aud_00201><aud_00201><aud_00270><aud_00068><aud_00585><aud_00706><aud_00015><aud_00362><aud_00390><aud_00152><aud_00103><aud_00370><aud_00575><aud_00575><aud_00320><aud_00320><aud_00897><aud_00897><aud_00897><aud_00490><aud_00628><aud_00628><aud_00460><aud_00022><aud_00022><aud_00520><aud_00520><aud_00294><aud_00029><aud_00739><aud_00739><aud_00625><aud_00757><aud_00757><aud_00757><aud_00510><aud_00510><aud_00984><aud_00641><aud_00641><aud_00641><aud_00641><aud_00214><aud_00093><aud_00792><aud_00292><aud_00292><aud_00900><aud_00900><aud_00540><aud_00343><aud_00343><aud_00921><aud_00921><aud_00961><aud_00735><aud_00390><aud_00157><aud_00157><aud_00219><aud_00999><aud_00397><aud_00473><aud_00473><aud_00274><aud_00034><aud_00203><aud_00024><aud_00024><aud_00172><aud_00172><aud_00213><aud_00213><aud_00243><aud_00243><aud_00331><aud_00331><aud_00267><aud_00141><aud_00804><aud_00804><aud_00882><aud_00882><aud_00320><aud_01002><aud_01002><aud_01002><aud_00417><aud_00551><aud_00551><aud_00551><aud_00551><aud_00551><aud_00607><aud_00607><aud_00045><aud_00045><aud_00045><aud_00045><aud_00713><aud_00077><aud_00077><aud_00376><aud_00376><aud_00376><aud_00201><aud_00376><aud_00646><aud_00646><aud_00070><aud_00070><aud_00070><aud_00412><aud_00070><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00150><aud_00412>
IntentClassification_14,<aud_00708><aud_00328><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00106><aud_00106><aud_00692><aud_00049><aud_00364><aud_00364><aud_00364><aud_00338><aud_00338><aud_00313><aud_00051><aud_00405><aud_00209><aud_00209><aud_00661><aud_00044><aud_00888><aud_00605><aud_00538><aud_00572><aud_00538><aud_00538><aud_00285><aud_00111><aud_00734><aud_00327><aud_00327><aud_00882><aud_00264><aud_00019><aud_00449><aud_00685><aud_00685><aud_00767><aud_00767><aud_00539><aud_00539><aud_00757><aud_00757><aud_00757><aud_00525><aud_00525><aud_00641><aud_00641><aud_00249><aud_00985><aud_00071><aud_00038><aud_00873><aud_00873><aud_00873><aud_00873><aud_00873><aud_00455><aud_00301><aud_00223><aud_00223><aud_00223><aud_00542><aud_00407><aud_00407><aud_00407><aud_00407><aud_00481><aud_00481><aud_00481><aud_00481><aud_00225><aud_00225><aud_00225><aud_00517><aud_00848><aud_00848><aud_00713><aud_00077><aud_00077><aud_00507><aud_00507><aud_00507><aud_00507><aud_00507><aud_00507><aud_00909><aud_00909><aud_00909><aud_00909><aud_00909><aud_00909><aud_00909><aud_00787><aud_00787><aud_00063><aud_00063><aud_00063><aud_00892><aud_00892><aud_00892><aud_00892><aud_00892>
IntentClassification_15,<aud_00009><aud_00009><aud_00009><aud_00009><aud_00009><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00393><aud_00393><aud_00393><aud_00393><aud_00044><aud_00204><aud_00479><aud_00697><aud_00598><aud_00306><aud_00306><aud_00306><aud_00289><aud_00124><aud_00788><aud_00788><aud_00781><aud_00634><aud_00223><aud_00223><aud_00542><aud_00407><aud_00407><aud_00004><aud_00481><aud_00361><aud_00493><aud_00157><aud_00219><aud_00999><aud_00397><aud_00175><aud_00548><aud_00479><aud_00479><aud_00910><aud_00933><aud_00933><aud_00852><aud_00614><aud_00978><aud_00486><aud_00350><aud_00560><aud_00996><aud_00996><aud_00175><aud_00976><aud_00734><aud_00139><aud_00139><aud_00882><aud_00264><aud_00773><aud_00391><aud_00783><aud_00783><aud_00417><aud_00417><aud_00825><aud_00735><aud_00735><aud_00613><aud_00157><aud_00219><aud_00999><aud_00397><aud_00627><aud_00617><aud_00881><aud_00408><aud_00903><aud_00616><aud_00094><aud_00094><aud_00220><aud_00718><aud_00421><aud_00406><aud_00676><aud_00773><aud_01002><aud_01002><aud_00417><aud_00825><aud_00825><aud_01021><aud_01021><aud_01021><aud_00383><aud_00045><aud_00045><aud_00713><aud_00713><aud_00077><aud_00077><aud_00012><aud_00012><aud_00012><aud_00065><aud_00065><aud_00065><aud_00065><aud_00065><aud_00065><aud_00079><aud_00079>
IntentClassification_16,<aud_00334><aud_00240><aud_00334><aud_00334><aud_00334><aud_00334><aud_00334><aud_00334><aud_00811><aud_00811><aud_00941><aud_00086><aud_00086><aud_00270><aud_00567><aud_00567><aud_00585><aud_00957><aud_01023><aud_01023><aud_00802><aud_00081><aud_00352><aud_00125><aud_00605><aud_00355><aud_00166><aud_00059><aud_00059><aud_00059><aud_00597><aud_00504><aud_00589><aud_00790><aud_00248><aud_00537><aud_00857><aud_00857><aud_00402><aud_00402><aud_00353><aud_00992><aud_00030><aud_00375><aud_00458><aud_00411><aud_00801><aud_00165><aud_00877><aud_00877><aud_00877><aud_00111><aud_00734><aud_00327><aud_00644><aud_00520><aud_00520><aud_00294><aud_00294><aud_00029><aud_00397><aud_00473><aud_00627><aud_00906><aud_00906><aud_00906><aud_00276><aud_00742><aud_00235><aud_00758><aud_00758><aud_00597><aud_00597><aud_00597><aud_00504><aud_00956><aud_00710><aud_00710><aud_00710><aud_00263><aud_00608><aud_00544><aud_00544><aud_00518><aud_00518><aud_00518><aud_00983><aud_00767><aud_00901><aud_00782><aud_00165><aud_00562><aud_00250><aud_00220><aud_00893><aud_00893><aud_00734><aud_00327><aud_00644><aud_00644><aud_00062><aud_00602><aud_00976><aud_00768><aud_00812><aud_00317><aud_00474><aud_00845><aud_00125><aud_00064><aud_00113><aud_00501><aud_01020><aud_01020><aud_01020><aud_01020><aud_00580><aud_00580><aud_00417><aud_00119><aud_00119><aud_00205><aud_00205><aud_00586><aud_00586><aud_00747><aud_01021><aud_01021><aud_00517><aud_01021><aud_01021><aud_01021><aud_01021><aud_01021><aud_00383><aud_00848><aud_00848><aud_00713><aud_00713><aud_00713><aud_00077><aud_00077><aud_00376><aud_00376><aud_00376><aud_00376><aud_00646><aud_00646><aud_00646><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00308><aud_00308><aud_00308><aud_00308><aud_00308><aud_00308><aud_00308><aud_00799><aud_00799><aud_00799><aud_00799><aud_00799><aud_00799><aud_00799><aud_00498><aud_00498><aud_00498><aud_00498><aud_00498>
IntentClassification_17,<aud_00288><aud_00692><aud_00063><aud_00176><aud_00017><aud_00017><aud_00017><aud_00017><aud_00017><aud_00017><aud_00017><aud_00017><aud_00017><aud_00313><aud_00313><aud_00072><aud_00072><aud_00072><aud_00508><aud_00508><aud_00040><aud_00040><aud_00040><aud_00044><aud_00044><aud_00204><aud_00697><aud_00910><aud_00306><aud_00306><aud_00306><aud_00306><aud_00289><aud_00589><aud_00589><aud_00790><aud_00248><aud_00424><aud_00424><aud_00832><aud_00280><aud_00280><aud_00046><aud_00304><aud_00223><aud_00223><aud_00223><aud_00529><aud_00542><aud_00407><aud_00407><aud_00407><aud_00407><aud_00481><aud_00481><aud_00481><aud_00225><aud_00225><aud_00225><aud_00120><aud_00120><aud_00120><aud_00713><aud_00713><aud_00077><aud_00077><aud_00012><aud_00012><aud_00012><aud_00917><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00967><aud_00079><aud_00079><aud_00079><aud_00079><aud_00063><aud_00787><aud_00787><aud_00079><aud_00079><aud_00079><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00063><aud_00430><aud_00288><aud_00288><aud_00288>
IntentClassification_18,<aud_00106><aud_00692><aud_00692><aud_00102><aud_00102><aud_00364><aud_00364><aud_00334><aud_00334><aud_00334><aud_00334><aud_00313><aud_00313><aud_00405><aud_00405><aud_00508><aud_00181><aud_00181><aud_00661><aud_00661><aud_00661><aud_00661><aud_00228><aud_01012><aud_00418><aud_00705><aud_00565><aud_00391><aud_00391><aud_00391><aud_00090><aud_00829><aud_00097><aud_00097><aud_00399><aud_00818><aud_01011><aud_00614><aud_00954><aud_00954><aud_00906><aud_00906><aud_00276><aud_00742><aud_00235><aud_00163><aud_00163><aud_00163><aud_00763><aud_00763><aud_00794><aud_00794><aud_00944><aud_00944><aud_00532><aud_00651><aud_00651><aud_00561><aud_00463><aud_00461><aud_01014><aud_01014><aud_01014><aud_01014><aud_01014><aud_00409><aud_00409><aud_00033><aud_00196><aud_00196><aud_00196><aud_00967><aud_00967><aud_00967><aud_00967><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00412><aud_00892><aud_00308><aud_00308><aud_00308><aud_00308><aud_00308><aud_00308><aud_00892><aud_00892><aud_00060><aud_00060><aud_00060><aud_00060><aud_00060><aud_00060><aud_00060><aud_00060><aud_00060><aud_00060><aud_00060><aud_00060><aud_00060><aud_00060><aud_00498><aud_00498><aud_00498><aud_00498>
IntentClassification_19,<aud_00623><aud_00623><aud_00623><aud_00009><aud_00009><aud_00009><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00128><aud_00393><aud_00393><aud_00393><aud_00044><aud_00020><aud_00916><aud_00916><aud_00450><aud_00357><aud_00621><aud_00268><aud_00759><aud_00233><aud_00367><aud_00367><aud_00367><aud_00829><aud_00829><aud_00097><aud_00399><aud_00397><aud_00473><aud_00774><aud_00326><aud_00929><aud_00608><aud_00478><aud_00478><aud_00535><aud_00535><aud_00425><aud_00425><aud_00121><aud_00789><aud_00789><aud_00232><aud_00959><aud_00664><aud_00607><aud_00607><aud_00045><aud_00045><aud_00713><aud_00077><aud_00077><aud_00012><aud_00012><aud_00376><aud_00012><aud_00070><aud_00070><aud_00917><aud_00917><aud_00917><aud_00917><aud_00917><aud_00917><aud_00917><aud_00065><aud_00065><aud_00065><aud_00079><aud_00079><aud_00079><aud_00079><aud_00340><aud_00340><aud_00005>
