question,options,answer,generated_answer,gpt-4o-mini_output
"The RB gene encodes the retinoblastoma protein (pRB). Note: As shown in <image 1>, the dephosphorylated pRB protein is active in G1 phase. pRB binds to the transcription factor E2F and prevents E2F mediated G1->S transition. The Cyclin D-Cdk4 complex produced during G1, phosphorylates and thereby inactivates pRB. This allows the cell to enter S phase. The p16 protein inhibits the Cyclin D-Cdk4 complex. In which process are the proteins encoded by the target genes of E2F most likely to function? ",A. DNA replication B. RNA stabilization C. Splicing D. Transcription E. Translation,A,B,Incorrect
What stage of a bacteriophage infection is marked C in the figure? <image 1>,A. Lysis B. Attachment C. Biosynthesis D. Penetration E. Maturation,C,C,Correct
"Using the oxygen affinity curve in <image 1>, determine the amount of oxygen that would be delivered to cells at PO2 = 20 mmHg if the PO2 of the lungs were 60 mmHg. Assume maximum HbO2 to be the level of oxygen delivery if all available oxygen in the RBC's was transferred to cells.",A. 17% of the maximum HbO2 would be delivered. B. 22% of the maximum HbO2 would be delivered. C. 65% of the maximum HbO2 would be delivered. D. 70% of the maximum HbO2 would be delivered. E. 82% of the maximum HbO2 would be delivered.,C,B,Incorrect
What is the part of the cell labeled 'B' in <image 1>?,A. Flagellum B. Plasma membrane C. Nucleus D. Cell wall E. Cytoplasm F. Mitochondria G. Centrioles,C,A,Incorrect
What is the coefficient of relatedness between individuals A and B in <image 1>?,A. 3/8 B. 5/8 C. 1/4 D. 1/2 E. 3/4,A,B,Incorrect
"In the Posterior abdominal structures, identify the 112 structure. <image 1>",A. Oesophagus B. Suprarenal gland C. Hepatic flexure of colon D. Duodenum,C,The 112 structure in the Posterior abdominal structures is the duodenum.,Incorrect
Which image of the human heart muscle was produced by fluorescent microscopy?,A. <image 1> B. <image 2> C. <image 3>,C,Image 2 was produced by fluorescent microscopy.,Incorrect
Consider the diagram in <image 1> regarding a mountainous region. The diagram shows the average winter temperature (left-hand y-axis) at different altitudes (x-axis) and the abundance of three tree species (right-hand y-axis) at different altitudes (x-axis). Which species is/are found below an altitude of 500m?,A. Species 1 only B. Species 2 only C. Species 3 only D. Species 1 and 2 only E. Species 2 and 3 only,A,A. Species 1 only,Correct
"Consider the following plasmid, pET28a, a popular expression vector that is used for protein expression in bacteria: <image 1>. You freshly purified plasmid from overnight bacterial culture using extraction kit, also known as miniprep. You confirmed the quality of plasmids by checking DNA and protein ratio (A260/280) and running them on a DNA agarose gel. They looked pure as they should be. You would now like to digest this vector for gene manipulation (molecular cloning) to generate vectors suitable for molecular cloning. If you cut the above plasmid with restriction enzyme called HindIII, the form of DNA will be changed from _________",A. Linear to supercoiled B. Nicked to linear C. Nicked to supercoiled D. Supercoiled to nicked E. Supercoiled to linear,E,B,Incorrect
The pedigree in <image 1> shows the mode of inheritance of a human disease that is associated with mutations in Gene A. Note: Individuals marrying into this family DO NOT have the disease-associated allele unless shaded and the pedigree is completely penetrant. What is the genotype(s) of Individual 9?,A. AA B. Aa C. Aa or AA D. XAXA E. XAXa F. XAXA or XAXa G. XaXa,E,Aa,Incorrect
"In the Section of knee, identify the 164 structure. <image 1>",A. Ligamentum patellae B. Fibular collateral ligament C. Tibial collateral ligament D. Anterior cruciate ligament,C,The 164 structure in the image is the Tibial collateral ligament.,Correct
The primary disaccharide digestion product of starch is,A. <image 1> B. <image 2> C. <image 3> D. <image 4> E. <image 5>,C,A,Incorrect
Which feature(s) of this developing embryo are already established at the stage shown in <image 1>,"A. segmentation B. head-tail orientation C. limb placement D. type of symmetry E. limb placement and segmentation F. segmentation, type of symmetry and head-tail orientation G. segmentation, head-tail orientation and limb placement H. type of symmetry and head-tail orientation I. segmentation and head-tail orientation",F,"At this stage of development, the developing embryo has already established the following features:

1. Segmentation: The embryo has divided into distinct segments, which is a crucial stage in the development of many animals, including humans.

2. Head-tail orientation: The embryo is oriented towards the head, which is an essential aspect of its overall positioning and development.

3. Limb placement: The embryo has developed its limbs, indicating that it is in the process of growing and gaining mobility.

4. Type of symmetry: The developing embryo has a bilateral symmetry, meaning that its body plan is symmetrical along its central axis.

These features are critical for the proper growth and development of the organism, as they provide the foundation for various biological processes and eventual adult forms.",Correct
