question,options,answer,generated_answer
<image 1>The idges indicated with a rows are:,A. aretes B. eskers C. a hanging valley D. lateral moraines ,D,">



















>



























































































































































































>"
" <image 1> 
After the eruption of the Hunga Tonga-Hunga Ha'apai volcano Tonga) a large pumice raft occured in the Pacific Ocean. What is the direct cause of the pumice raft to change position between 8 and 14 August?",A. ocean currents B. tides C. waves D. wind,A,>
"According to the ""Regulations on Management of Building Engineering Data"" (JGJ/T185-2009), the steel bars for the second floor concrete floor slab of a certain project above ground The correct number for the concealed engineering record form is ().<image 1>",A. 01-01-C1-007 B. 01-01-C5-007 C. 02-01-C1-007 D. 02-01-C5-007,D,
"There is a square five pile cap as shown in Figures 4-36. Known conditions: cushion cap thickness of 1.2m, effective height h0=1050mm, using C25 concrete (tensile strength design value ft=1.27MPa); Pile section size 0.4m * 04m; Column section size 0.6m * 0.6m. Calculate the punching shear bearing capacity Fl of the cushion cap as () kN.<image 1>",,8200,">






























































































































































































































































































>


>

>
>

>




>











>

>


>




>

>
>
>

>
>

>
>
>



>
>


>



>

>
>
>
>
>
>
>
>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>"
The following statements of the rocks in <image 1> are all correct EXCEPT,"A. Siltstone is cemented silt particles B. Shale is Clay, breaking easily into flat flakes and plates C. Chert is Silica, a microcrystalline form of quartz D. None",D,
Where does the photographer most likely take the <image 1>?,A. Forests marked in <image 2> B. Forests marked in <image 3> C. Forests marked in <image 4>,A,>
"In precast concrete pile foundations, the center distance of the piles should not be less than ()<image 1>",A. 4D B. 3.5D C. 3.0D D. 2.5D,D,>
Which thermometer in <image 1> stands for the international standard?,A. The top one B. The bottom one,B,
Which of the following options is not included in the hazard assessment of geological hazards?<image 1>,A. Land subsidence B. Ground collapse C.  Ground fissures D. Earthquake,D,>
"The natural water content of a fully saturated cohesive soil is 60%, and its natural pore ratio is closest to which of the following Option?<image 1>",A. 1.0 B. 1.3 C. 1.6 D. 1.9,C,
"What are the dangers degree represented by yellow, blue, and orange in <image 1>?","A. Vulnerable, Endangered, Critical B. Endangered, Critical, Vulnerable C. Critical, Vulnerable, Endangered",A,>
How many arcs connect at node 12 in Figure 3.10? <image 1>,,3,">



















































>




























>

































>
>


>
>
>
>





>























































































>


>"
"The cantilever beam is subjected to a concentrated force P at the free end, and the cross-sectional shape and the action line of force P are shown in the figure What type of cross-section produces the combined deformation of oblique bending and torsion?<image 1>",A. Rectangle B. Channel steel C. I-beam D. Equilateral angle steel,D,">




















































































































































































































































><



><



><



























































><







><









><>

><
><>
><








><
><
><
><
><
><
><
><

><

><

><




><




























><

















><



><


































><




><"
Which of the following testing methods should be used to evaluate the uniformity and compactness of crushed stone fill?<image 1>,A. Static penetration test B. Light power penetration C. Heavy power penetration D. Standard penetration test,C,">
>

>


>
>
>


>
























>
>
>

>


>
>

>
>



>

>

>

>
>





>



>






>




>






















>
>
>


>
>
>
>
>
>
>"
What is the correct method for constructing the waterproofing layer of the basement exterior wall with coiled materials:<image 1>,"A. The roll waterproof layer is laid on the upstream surface of the external wall B. The roll waterproof layer is laid on the back surface of the external wall C. The outer wall roll adopts the empty laying method D.  When laying double layer coils, the two layers of coils are perpendicular to each other",A,>
"The following rock mass structure types () do not belong to the ""Code for Geological Investigation of Water Resources and Hydropower Engineering"" (GB Classification of Rock Mass Structure for 50287-99)<image 1>","A. Overall, block, and sub block structures B. Giant thick layered, thick layered, medium thick layered, interbedded, and thin layered structures C. Weathering unloading structure and weathering fragment structure D. Inlaid fragmented structure and fragmented structure",C,">































>
>































>
>

>
>



>









>







>



























>




>
>








>







>










>


>

>
>
>
>
>



>




>







>
>

>
>
>
>




>







>


>
>"
"In port engineering survey, the cone settlement of a cohesive soil undisturbed sample (76g liquid limit instrument sinking into the soil) was measured The depth in is 6mm. Which of the following options does this viscous natural state belong to<image 1>",A. Hard plastic B. Plastic C. Soft plastic D. Flow molding,C,"<>







<
<
<



































































<










<"
which type of  water in the <image 1> is located on the surfaces of individual soil particles. And this type of water is largely unavailable to plants because it is held firmly by molecular attractions so strong that they can not be broken by plants or through evaporation. ,A. Gravitational water B. Capillary water C. Hygroscopic water,C,">















>



>
>

>


>

>
>


>
>
>

>
>
>
>
>
>
>
>
>
>
>
>

>
>
>
>
>

>
>
>
>


>
>


>
>
>
>
>
>

>
>
>


>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>"
What is the hardest mineral in <image 1>? ,A. feldspar B. fluorite C. galena D. quartz,D,
"The average wave velocity value of the bored pile body at a certain site is 3555.6m/s, and the low strain reflected wave dynamic test curve of a certain column is shown in Figure 10-3, corresponding to the values of time t1, t2, and t3 in the figure ,Which of the following options is the closest value to the length of the pile? ()()<image 1>",A. 10.7m B. 21.3m C. 24.0m D. 48.0m,C,">
































































































































>

>
>















>


>
>




>





>




>

>






>
>
>
>
>
>




>





>

















>


>
>
>
>
>
>



>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>"
