question,options,answer,generated_answer
"Email #1: E-mail from Vice President of E.A.S.Y. Manufacturing to Legislative Consultant and Staff Researcher: The results of the last election are a concern for us. The candidates we supported were defeated in more than two-thirds of the races we followed. The result is a harder battle to get policies that benefit our interests through the legislature, but it's also a budget issue. We can't continue throwing money at races we can't win, no matter how agreeable the candidate's stand on our issues may be. The fact that they share our viewpoints doesn't help if they can't get elected. How can we determine where it makes sense to invest? E-mail #2: E-mail from Legislative Consultant to Vice President of E.A.S.Y. Manufacturing and Staff Researcher: The demographic breakdown of elections where we supported the unsuccessful candidate can tell us a great deal. We've won only in one demographic, and our margin there is smaller than the margins by which we lost the others. <image 1> E-mail #3: E-mail from Staff Researcher to Vice President of E.A.S.Y. Manufacturing and Legislative Consultant: The demographic groups in which we lost are on track to become a majority of the U.S. electorate this century, and they vote. Right now, they make up 37% of the overall population and 28% of voters in the last election. By midcentury, we can expect the Hispanic population to rise from 17% to about 29% of the U.S. population, and Asian-Americans, now about 5%, will be about 9%. Our one successful demographic is the one whose share is declining. Now 63% of the population, non-Hispanic whites will be less than half of the population by 2050. Consider the following statement. Does the information in the three sources support the inference as stated? Statement: E.A.S.Y. Manufacturing supported candidates whose policy positions did not appeal to ethnic minorities.",A. Yes B. No,A,
"Tango Company produces joint products M, N, and T from a joint process. This information concerns a batch produced in April at a joint cost of $120,000: <image 1> How much of the joint cost should be allocated to each joint product using the net realizable value method?","A. M: $57,000; N: $47,000; T: $16,000; B. M: $57,000; N: $47,000; T: $20,000; C. M: $60,000: N: $51,996; T: $8,004; D. M: $60,000: N: $51,996; T: $12,000;",C,">












































































































































































































































































>





>




>
>

>
>
>
>
>
>


>
>
>
>
>
>
>
>
>


>
>
>
>
>
>
>
>
>
>
>
><>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>"
"The <image 1> shows the model of Belbin's Team Roles, Meredith Belbin. Weaknesses. On an individual level, the model suggests that each person tends to have a 'preferred role,' a 'manageable role,' and a 'least preferred role.' When you understand your team members' preferred roles and align them with the team You can take full advantage of your team's strengths when the different stages they are in are connected. Belbin's team roles can be clustered according to three different directions. Which of these directions is wrong?",A. action oriented role B. thought role C. socially oriented role D. catering to customer personas,D,>
"The <image 1> shows the information-oriented maturity model, in which its 15 capabilities come from three information functions. Which ability is not included in the following options?",A. Information collection and integration B. IT practices C. Information management D. Information Behavior and Values,A,
"Email #1: E-mail from Marketing Manager to Research Staff: With ABC Oil currently the most profitable corporation in the country, followed closely by XYZ Oil, how valid is the image of the United States as dependent on foreign oil? What proportion of American energy needs can be met through domestic production? How do current production levels compare with previous years? What do we know about trends in demand? And if we must import, how much of that need can be answered by Canada? Positioning the company as an American energy company would be the most positive stance but only if we can support it by showing that our product comes from if not U.S. wells at least North American sources. E-mail #2: E-mail from Researcher #1 to Marketing Manager: Domestic production is healthy, but while it may be true that U.S.-based companies now produce more than the United States imports, we certainly don't produce as much as we consume, as you can see in the following graph. <image 1> E-mail #3: E-mail from Researcher #2 to Marketing Manager: ABC Oil's headquarters may be in Texas, but it sources crude from 21 countries, including both relatively stable nations like Kazakhstan and nations with periodic violent crises like Chad. XYZ Oil's practices are similar. We're a global society now, and an ""American"" company just means where the company pays taxes, not necessarily where it produces. The United States consumes more than 18 million barrels of crude per day, but our local fields produce less than half that. The difference has to come from fields somewhere else, no matter what company owns them. This isn't local farming where you eat what's grown close to home. We may be able to focus attention on our ties to American plants and American workers, but the product is an international mix. Consider the following statement. Does the information in the three sources support the inference as stated? Statement: The idea of ""American"" oil companies is archaic because major oil companies are now operating in global industries.",A. Yes B. No,A,">
>
>
>
>

>
>
>"
" Mr. Samuels purchased 50 shares of stock when the round lot price was 146(1/8). The odd-lot differential on the sale is 1/4 of a point. Using the table of Brokerage Rates below, calculate the Commission on the sale. <image 1>",,65,">




















>





>

>




























>

>
>
>
















































>














>




>














>




>


>



>


>

























>

>



>






>







>
>

>
>



>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>


>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>"
The film in the <image 1> is a diagram of Mintzberg's metaphor of the Battle of Passchendale. What is the mismatch between what the picture is trying to convey?,A. Plans and actual combat do not match B. A catastrophic mismatch between abstract thinking and actual terrain C. There is a mismatch between theoretical knowledge and experience D. Mismatch between abstract thinking and experience,B,">
>





























































>
>
>




>
>
>













>


>
>
>

>
>
>
>
>
>
>

>
>
>
>
>
>

>
>


>
>

>
>
>
>

>
>
>
>
>
>
>
>
>
>


>


>
>







>"
"The <image 1> shows the Product/Market Growth Matrix pattern diagram. Among them, Ansoff proposed that companies should identify and develop a core competency. To achieve this goal, Ansoff identified four components of his strategy. Which of the following options is not a strategy he developed?",A. Have a clear concept of product and market alignment B. Develop competitive advantage C. Create synergy D. Focus on product innovation,D,>
"The Ships Ahoy Manufacturing Company, a producer of supplies for both commercial and leisure time fishermen, wants to check on the efficiency of the production of its deluxe net for tuna fishing. It has established standard costs for making one of these fishing nets as shown below: <image 1> The fixed overhead rate is based on normal monthly activity of 120,000 direct labor hours. Last month 19,500 nets were produced. There had been no initial inventories. The total costs of production were: <image 2> Find the variance of price.",,2960,
What is the estimated REA charge for shipping a 34-pound item 295 miles? <image 1>,,9.20,>
"<image 1> is the HRM Roles, David Ulrich (1997) model. According to Ulrich, if HR is to become and remain relevant in the current business environment, what is not something HR professionals must learn?",A. Manage human resources operations and infrastructure B. Become the link between human resources and organizational strategy C. Optimize the value of employees D. Be a change agent with a long-term vision for the organization,C,>
"If the past trend will continue, find the estimated sales in units for 1970. <image 1>",,1464,>
Graph 7 compares the 5-year annualized return for 15 mutual funds with the 3-year annualized return for the same funds. The solid line is the line of best fit. <image 1> The number of funds that have equal 3-year and 5-year returns is ____________.,A. 1 B. 2 C. 3 D. 4 E. 5,A,">















































































































































































>























































>


>


>
>









>
>


















>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>

>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>





>
>
>
>
>
>
>
>
>
>
>
>"
"The estimated times and immediate predecessors for the activities in a project at George Kyparis's retinal scanning company are given in the following table. Assume that the activity times are independent. <image 1> If the time to complete path B-D is normally distributed, what is the probability that this path will be finished in 22 weeks or less?",,0.963,"<













































































































































<
<
<


<
<
<
<
<






<
<
<




<




<




<










<



<
<
<





























































































































<"
"Kimpel Products makes pizza ovens for commercial use. James Kimpel, CEO, is contemplating producing smaller ovens for use in high school and college kitchens. The activities necessary to build an experimental model and related data are given in the following table: <image 1> What is the project completion date?","A. Slacks are: 0, 2, 11, 0, 2, 11, 0 B. Slacks are: 0, 3, 10, 0, 3, 10, 0 C. Slacks are: 0, 4, 9, 0, 4, 9, 0 D. Slacks are: 0, 5, 11, 0, 5, 11, 0",A,
"<image 1> is the Ethos, Pathos, Logos, Aristotle (350 BC) model. When you present a point, your goal is to convince or persuade your audience that your idea is valid. For this reason, the Greek philosopher Aristotle divided persuasion methods into three categories. Which one is not included?",A. Spirit B. pathos C. Emotional D. reason,C,>
"At its essence, however, sustainability is the capacity to endure. According to the <image 1>, what does not sustainability mean to humans?",A. environmental B. personal consumption C. social dimensions D. responsible resource management.,B,>
"Email #1: E-mail from Vice President of E.A.S.Y. Manufacturing to Legislative Consultant and Staff Researcher: The results of the last election are a concern for us. The candidates we supported were defeated in more than two-thirds of the races we followed. The result is a harder battle to get policies that benefit our interests through the legislature, but it's also a budget issue. We can't continue throwing money at races we can't win, no matter how agreeable the candidate's stand on our issues may be. The fact that they share our viewpoints doesn't help if they can't get elected. How can we determine where it makes sense to invest? E-mail #2: E-mail from Legislative Consultant to Vice President of E.A.S.Y. Manufacturing and Staff Researcher: The demographic breakdown of elections where we supported the unsuccessful candidate can tell us a great deal. We've won only in one demographic, and our margin there is smaller than the margins by which we lost the others. <image 1> E-mail #3: E-mail from Staff Researcher to Vice President of E.A.S.Y. Manufacturing and Legislative Consultant: The demographic groups in which we lost are on track to become a majority of the U.S. electorate this century, and they vote. Right now, they make up 37% of the overall population and 28% of voters in the last election. By midcentury, we can expect the Hispanic population to rise from 17% to about 29% of the U.S. population, and Asian-Americans, now about 5%, will be about 9%. Our one successful demographic is the one whose share is declining. Now 63% of the population, non-Hispanic whites will be less than half of the population by 2050. Consider the following statement. Does the information in the three sources support the inference as stated? Statement: The legislative consultant will actively lobby Asian-American legislators, because the candidates that E.A.S.Y. Manufacturing supported were more successful with Asian-Americans than with other minority groups.",A. Yes B. No,B,
Graph 3 shows the number of injuries and illnesses a corporation reported per 100 full-time workers from 2003 to 2011. The solid line is the regression line for the data. The dotted line connects the points for 2003 and 2011; it represents the average rate of change in reported injuries and illness over the eight-year period. <image 1> The least-squares regression line is least successful at predicting the number of injury and illness reports in ____________.,A. 2003 B. 2005 C. 2007 D. 2009 E. 2010,D,">






























































































































































































>




>





























>







































<>
>
>


>
>












>


>
>

>

>
>


>





>


>


















>











>









>













































>

































>"
