question,options,answer,generated_answer,gpt-4o-mini_output
The results of a compaction test on samples of soil that are to be used for an embankment on a highway project are listed below. Determine the optimum moisture content.<image 1>,A. 10%. B. 8%. C. 9%.,B,>,Incorrect
"S is a satellite station to a triangulation station A at a distance of 12 m from A.From S the following bearings were observed:A = 0°00'00"";B = 143°36'20"";C = 238°24'48"";D = 307°18'54"".The lengths of lines AB, AC, and AD were measured and found to be 3190.32 m, 4085.15,and 3108.60 m,respectively. Determine the directions of B, C, and D from A.<image 1>","A. B = 143°44'00.34"";C = 238°10'11.87"";D = 307°08'20.76"" B. B = 143°44'00.34"";C = 238°14'11.87"";D = 307°08'20.76"" C. B = 143°44'00.34"";C = 238°16'11.87"";D = 307°08'20.76"" D. B = 143°44'00.34"";C = 238°12'11.87"";D = 307°08'20.76""",C,,Incorrect
"Determine the vertical displacements at A of the pin-connected  structure in Figure P9.31. Given: E = 200 GPa,  AAB = 1000 mm2 , and AAC = AAD = 500 mm2 . <image 1>",A. 4.32 mm B. 4.12 mm C. 4.22 mm,B,">










































































































































































































>











>
>


>















>
>



>
>










>









>
>



>




>
















>




>


>















>






>
>
>

>


>




>
>
>
>
>
>
>
>
>


>


>
>
>
>
>
>



>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>





>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>

>
>
>
>
>
>
>

>
>

>",Incorrect
"Using a finite summation, compute the  initial deflection at midspan for the beam in  Figure P8.42. Given: E = 3000 kips/in.2 .  Use 3-ft segments. Assume I = 0.5IG. <image 1>",,1.06,">









































































































































































































































































































































































































































































































>


>",Incorrect
"Load moves along the three-hinged,  parabolic arch ABC, shown in Figure P12.24.  Construct the influence lines for the reactions at  C, and shear, axial load and moment at point D.  The equation for the parabolic arch is y = 4hx2 /L2 . If a point load P = 3 kips is applied at B,  compute shear load at D.<image 1>",A. -1.84k compr B. -1.94k compr C. -1.74k compr,C,"<



















<>







<







<>
<
<>


<>


<
<

<
<

<
<


<


<
<








<
<




























<",Incorrect
The data shown below were obtained by time-lapse photography on a highway. Use regression analysis to fit these data to the Greenshields model and determine the capacity.<image 1>,A. 1734veh/mi B. 1744veh/mi C. 1344veh/mi,B,>,Incorrect
"A dam is to be constructed across a valley to form a reservoir, and the areas in the following table enclosed by contour loops were obtained from a plan of the area involved.If the 660 m level represents the level floor of the reservoir, use the prismoidal formula to calculate the volume of water impounded when the water level reaches 700 m.<image 1>",A. 29.893 * 106 $m^{3}$ B. 29.293 * 106 $m^{3}$ C. 29.493 * 106 $m^{3}$ D. 29.693 * 106 $m^{3}$,D,>,Incorrect
"In a traverse ABCDEFG, the line BA is taken as the reference meridian. The coordinates of the sides AB, BC, CD, DE and EF are:<image 1>If the bearing of FG is 284°13' and its length is 896.0 m, find the length and bearing of GA.","A. 945.8 m, 216°45' B. 947.8 m, 216°45' C. 937.8 m, 216°45' D. 941.8 m, 216°45'",B,,Incorrect
"Load is applied to the three-hinged  trussed arch in Figure P12.40 through the upper  chord panel points by a floor beam and stringer  floor system. If the live load is  represented by a uniformly distributed load of  0.8 kip/ft of variable length and a concentrated  load of 20 kips, determine the maximum force in  bar CM produced by the live load. Consider both  tension and compression. Joint E acts as a hinge.<image 1>",A. Max.Compr.= 48.95 kips; Max.Tension = 13.1 kips B. Max.Compr.= 43.95 kips; Max.Tension = 13.1 kips C. Max.Compr.= 48.95 kips; Max.Tension = 33.1 kips,A,">
























































































































































































































































>

>
>



>





>

>
>

>



>
>







>


>
>


>
>
>








>
>
>

>
>
>


>


>
>
>
>
>



>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>",Incorrect
2 Calculate the side widths and cross-sectional area of an embankment (Figure 11.13) having the following dimensions:Road width = 20 m;existing ground slope = 1 in 10 (10%);Side slopes = 1 in 2 (50%);centre height = 10 m.<image 1>,"A. Side width $w_{1}$ = 37.4 m,Side width $w_{2}$ = 25.0 m,Total area = 418.75 $m^{2}$ B. Side width $w_{1}$ = 37.5 m,Side width $w_{2}$ = 25.0 m,Total area = 418.75 $m^{2}$ C. Side width $w_{1}$ = 37.3 m,Side width $w_{2}$ = 25.0 m,Total area = 418.75 $m^{2}$ D. Side width $w_{1}$ = 37.2 m,Side width $w_{2}$ = 25.0 m,Total area = 418.75 $m^{2}$",B,">

>
>
>















>










>





><>
><
><
><>








>





>







>


>
>



>
>
>

>




>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>

>
>


>
>
>

>
>


>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>

>


>
>
>
>
>
>
>
>



>
>










>









>
>
>

>
>
>
>
>


>
>







>

>
>
>
>
>


>


>
>
>",Incorrect
"A survey line ABC crossing a river at right angles cut its banks at B and C, as shown in Fig. 2.39. To determine the width BC of the river, the following operation was carried out.A 60 m long line BE was set out roughly parallel to the river. Line CE was extended to D and mid-point F of DB was established. Then EF was extended to G such that FG = EF. Line DG was extended to cut the survey line ABC at H. GH and HB were measured and found to be 40 m and 80 m, respectively.Find the width of the river.<image 1>",A. 120 m B. 122 m C. 123 m D. 121 m,A,,Incorrect
Following are the bearings taken in a closed compass traverse.<image 1>Compute the interior angles and correct them for observational errors.,"A. $\angle A = 260°30'$,$\angle B = 260°45'$,$\angle C = 242°45'$,$\angle D = 265°00'$,$\angle E = 226°45'$ B. $\angle A = 263°45'$,$\angle B = 261°00'$,$\angle C = 243°00'$,$\angle D = 265°15'$,$\angle E = 227°00'$ C. $\angle A = 263°30'$,$\angle B = 260°45'$,$\angle C = 242°45'$,$\angle D = 265°00'$,$\angle E = 226°45'$ D. $\angle A = 261°30'$,$\angle B = 260°45'$,$\angle C = 242°45'$,$\angle D = 265°00'$,$\angle E = 226°45'$",B,,Incorrect
"The following survey was carried out from the bottom of a shaft at A, along an existing tunnel to the bottom of a shaft at E.<image 1>If the two shafts are to be connected by a straight tunnel, calculate the bearing A to E and the grade.","A. Bearing AE = 87°,47':Grade = 1.78 in 652.33 = 1 in 413 B. Bearing AE = 87°,47':Grade = 1.88 in 652.33 = 1 in 413 C. Bearing AE = 87°,47':Grade = 1.68 in 652.33 = 1 in 413 D. Bearing AE = 87°,47':Grade = 1.58 in 652.33 = 1 in 413",D,">



>
>
>

>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>

>
>
>
>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>

>
>
>
>
>




>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>


>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>",Incorrect
Determine the area in hectares between the line AB and a meandering stream for offsets taken at a regular interval of 20 m along the line AB (Fig. 12.5). Use both the trapezoidal rule and Simpson's rule.<image 1><image 2>,"A. Use trapezoidal rule,area = 0.5010 hectares;Use trapezoidal rule,area = 0.5560 hectares B. Use trapezoidal rule,area = 0.5010 hectares;Use trapezoidal rule,area = 0.5460 hectares C. Use trapezoidal rule,area = 0.5010 hectares;Use trapezoidal rule,area = 0.5260 hectares D. Use trapezoidal rule,area = 0.5010 hectares;Use trapezoidal rule,area = 0.5360 hectares",C,">




>
>









>








>










































































































>
>",Incorrect
"A road is being proposed to facilitate a housing development on a scenic lake. Two alternatives have been suggested. One of the roadway alignments is to go around the lake  and slightly impact a wetland. The second alternative will also go around the lake and  will significantly impact two wetlands. The following table shows the anticipated costs  for each alternative. Assuming that the annual interestrate is 7 percent, determine which alternative is preferred using equivalent annual cost analysis.<image 1>","A. EUAW1=$18,444, EUAW2=$19,730 B. EUAW1=$18,444, EUAW2=$15,730 C. EUAW1=$15,444, EUAW2=$19,730",A,">





































































>




















>
>
>



>

>

>


>
>
>





>
>







>




>










>
>
>



















>




>






>








>
>
>
>
>
>

>
>
>",Incorrect
"A, B and C are three visible stations in a hydrographic survey. The computed sides of the triangle ABC are AB = 1200 m, BC = 1442 m and CA = 1960 m. A station O is established outside the triangle and its position is to be determined by resection on A, B and C, the angle AOB and BOC being respectively 45°30' and 52°15'. Determine distances of OA and OC, if O and Bare on the opposite sides of line AC.<image 1>","A. AO = 884.49 m,CO = 1644 m B. AO = 884.49 m,CO = 1624 m C. AO = 885.49 m,CO = 1634 m D. AO = 884.49 m,CO = 1634 m",D,,Incorrect
"A surveyor needs to know the distance between points C and B in Figure 2.17. A building obscures the view directly between the two points. Setting up at the end of the building at point A, the surveyor measures the two distances AC and AB, and the interior angle at A. What is the desired distance, CB?<image 1>",A. Distance CB = 748.50' B. Distance CB = 748.70' C. Distance CB = 748.60' D. Distance CB = 748.40',D,">





































































































































































































><









><










><
































><

><
><
><
><>

><
><

><
><
><
><>
><
><
><
><
><
><
><
><
><
><
><
><
><

><
><
><
><>

><
><





><
><
><
><
><
><
><
><
><
><

><

><
><




><


><
><

><
><
><
><
><
><
><
>
><
><
><
><
><
><
>
><
>
>
><
>
><
><
>
><
>
><
>
>
><
>
><
><

><
><
><
><
>
><
>
>
><

>
><
><
>
>

>
>

><



><
><
>
><



>

>

>



><
>

><",Incorrect
The symbol<image 1>represents,A. Temple B. Mosque C. Hut D. Church,B,>,Incorrect
"Determine the gradient from a point P to another point Q from the following observations made with a tacheometer fitted with an anallactic lens. The constants of the instrument were 100 and 0, and the staff was held vertical.<image 1>",A. Gradient = 1 in 35.95 m fall B. Gradient = 1 in 33.95 m fall C. Gradient = 1 in 34.95 m fall D. Gradient = 1 in 36.95 m fall,B,">












>
>
>





>


>






>
>

>

>


















>









>




>



>


















>



>


>
>









>
>
>
>

>

>









>




>



>


>








>









>",Incorrect
"Compute the area, error in the area, and the standard error of the area for Fig. 1 using the following data:a = 50.30 $\pm $ 0.01 m,b = 82.65 $\pm$ 0.03 m,r = 9.50 $\pm $ 0.02 m.The measurements were made with 30 m tape standardized at 30° C and the field temperature during the measurements was 50° C. Take coefficient of linear expansion = 1.15 * $10^{-5}$ per ° C.<image 1>","A. 5136.82 $m_{2}$, 2.43 $m_{2}$, $\pm$ 2.34 $m_{2}$ B. 5134.82 $m_{2}$, 2.43 $m_{2}$, $\pm$ 2.34 $m_{2}$ C. 5138.82 $m_{2}$, 2.43 $m_{2}$, $\pm$ 2.34 $m_{2}$ D. 5132.82 $m_{2}$, 2.43 $m_{2}$, $\pm$ 2.34 $m_{2}$",C,>,Incorrect
