question,options,answer,generated_answer
"You are shown subtraction <image 1>, T2 weighted <image 2> and T1 weighted axial <image 3> images from a screening breast MRI. What is the etiology of the finding in the left breast?",A. Susceptibility artifact B. Hematoma C. Fat necrosis D. Silicone granuloma,C,">











































































































































































































































































































>







>
































































>





























































>
>
>
>


>
>

















>



>
>


>





>



















>
>"
"A patient comes in complaining of abdominal pain and the doctor orders an x-ray of the abdomen. Afterwards, you compare it to the last image the patient had taken and you see this x-ray. What is the name of this x-ray position? <image 1>","A. KUB (Kidneys, ureter, and bladder) B. Lateral Decubitus C. Upright Abdominal x-ray D. IVP (Intra venous Pyelogram)",B,>
The patient shown below most likely has: <image 1> ,A. Osteoarthritis B. Rheumatoid arthritis C. Septic arthritis D. Avascular necrosis,A,>
"A 45-year-old man complains of a severe, constant headache for the past 2 days. He is noted on physical examination to have papilledema on the right. He becomes obtunded. The representative gross pathologic appearance of a complication in this man is shown here. Which of the following conditions is most likely to produce this gross finding? <image 1> ",A. Parkinson disease B. Berry aneurysm rupture C. Glioblastoma D. Multiple sclerosis E. Meningococcemia,C,>
"A 32-year-old woman has the acute onset of fever, cough, and dyspnea as she is preparing to leave her work and go home. When she gets home the symptoms have abated. This scenario is repeated on multiple occasions over the next 6 weeks. On physical examination she has no abnormal findings. A transbronchial biopsy is performed after she is hospitalized with respiratory distress. The microscopic appearance of the biopsy is shown here. Which of the following is the most likely diagnosis? <image 1> ",A. Influenza viral pneumonia B. Hypersensitivity pneumonitis C. Diffuse alveolar damage D. Miliary tuberculosis,B,>
Identify the following rhythm: <image 1>,A. Normal Sinus Rhythm B. Sinus Tachycardia C. NSR with PAC'c D. NSR with 1st Degree AV Block E. NSR with PVC's F. Junctional Tachycardia,A,
A 48-year-old woman has experienced episodes of sharp abdominal pain for the past month. On physical examination there is tenderness upon palpation of her right upper quadrant. Laparoscopic surgery is performed and the gross appearance of her disease process is depicted here. Which of the following is the most likely risk factor for her disease? <image 1> ,A. Gilbert disease B. Cytomegalovirus infection C. Hemolytic anemia D. Ulcerative colitis E. Obesity,E,>
What is this rhythm? <image 1>,A. Normal Sinus Rhythm B. Sinus Bradycardia C. Accelerated Junctional Rhythm D. NSR with 1st Degree AV Block E. Idioventricular Rhythm F. Paced with Failure to Capture,C,>
This patient came in complaining of severe abdominal pain. Why is this an emergency? The patient has: <image 1> ,A. A ruptured gastric ulcer. B. A ruptured abdominal aortic aneurysm. C. Acute appendicitis. D. Acute renal failure.,B,>
A 33-year-old man goes to his physician for a routine check of his health status. On physical examination he has the skin lesions seen here. These lesions have not increased in size since childhood. Which of the following is the most likely diagnosis? <image 1> ,A. Keratoacanthomas B. Seborrheic keratoses C. Fibroepithelial polyps D. Nevocellular nevi E. Epidermal inclusion cysts,D,>
Which organ(s) are abnormally large in this abdominal radiograph? <image 1> ,A. Kidneys B. Small Intestines C. Liver D. Spine,A,>
The patient shown below has had abdominal pain for a week. What is the most likely diagnosis? <image 1> ,A. Large bowel obstruction B. Small bowel obstruction C. Generalized ileus D. Localized ileus,D,>
"A 39-year-old woman has noted a 'bump' on her neck for the past 6 months. On physical examination there is a firm, well-circumscribed, non-tender nodule to the right of midline in her neck. She undergoes thyroidectomy and the microscopic appearance of the lesion is shown here. Which of the following statements regarding her disease is most appropriate? <image 1> ",A. The serum TSH is probably increased B. She will probably survive for at least 10 years C. Anti-microsomal and anti-thyroglobulin antibodies are detectable D. A dietary iodine deficiency probably preceded its appearance E. The patient has relatives with a similar condition,B,>
What person's name is associated with the fracture shown below? <image 1> ,A. Monteggia B. Bennett C. Jones D. Colle,D,>
"A 31-year-old G2 P1 woman gives birth at 38 weeks gestational age to a male infant. However, the placenta cannot be delivered, and there is extensive hemorrhage. She undergoes emergent hysterectomy, and the gross appearance of the uterus is shown here. Which of the following is the most likely diagnosis? <image 1> ",A. Abruptio placenta B. Placenta accreta C. Chorioamnionitis D. Twin placenta E. Partial mole,B,
A 45-year-old woman has had a severe headache with nausea and vomiting for the past 2 days. On physical examination her blood pressure is 290/160 mm Hg. Laboratory studies show her serum creatinine is 3.7 mg/dL. The representative microscopic appearance of her kidneys is depicted here. Which of the following underlying diseases is she most likely to have? <image 1> ,A. Hepatitis C B. Breast carcinoma C. Diabetes mellitus D. Diffuse scleroderma,D,>
Which histological feature consistent with Crohn's disease is highlighted in part A? <image 1> ,A. Fissuring ulcer B. Sinus tract C. Fistula formation D. Non-caseating granuloma,D,>
A 70-year-old woman collapses suddenly after ambulating to the bathroom from her hospital bed. At autopsy she has the gross pathologic finding shown here. Which of the following conditions is the most likely risk factor for development of this woman's immediate cause of death? <image 1> ,A. Blunt chest trauma B. Inhalation of inorganic dusts C. Prolonged immobilization D. Bronchopneumonia,C,>
