question,options,answer,generated_answer
"Consider the three stocks in the following table. $P_t$ represents price at time $t$, and $Q_t$ represents shares outstanding at time $t$. Stock C splits two for one in the last period. <image 1> Calculate the rate of return for the second period ($t=1$ to $t=2$)",A. 0 B. 1.23% C. 2.38% D. 3.57%,A,
"Changes in stockholders' equity  Listed are the equity sections of balance sheets for years 2014 and 2015 as reported by Golden Mine, Inc. The overall value of stockholders' equity has risen from $2,370,000 to $9,080,000. Use the statements to discover how and why that happened. <image 1> The company paid total dividends of $240,000 during fiscal 2015. What was the average price per share of the new stock sold during 2015?",A. $7.25 B. $8.75 C. $9.75 D. $10.75,C,">







































































































































>







>










>





>

>




>


>
>
>



>


































>
>



>
>
>
>
>
>
>
>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>

>
>"
"The following table gives abbreviated balance sheets and income statements for Walmart. <image 1> At the end of fiscal 2017, Walmart had 2,960 million shares outstanding with a share price of $106. The company's weighted-average cost of capital was about 5%. Assume the marginal corporate tax rate was 35%. Calculate Economic value added.","A. $6,340 B. $7,340 C. $8,340 D. $9,340",D,">



>



















>



>
>

>


>
>
>
>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>


>
>
>
>
>
>
>
>
>
>
>
>
>
>
>


>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>


>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>







>
>
>
>
>"
Consider the following two projects: <image 1>. What are the internal rates of return on the two projects?,A. Project A: 22%; Project B: 23.37% B. Project A: 18%; Project B: 28.69% C. Project A: 22%; Project B: 28.69% D. Project A: 18%; Project B: 23.37%,A,
"A recent study of inflationary expectations has revealed that the consensus among economic forecasters yields the following average annual rates of inflation expected over the periods noted. (Note: Assume that the risk that future interest rate movements will affect longer maturities more than shorter maturities is zero; that is, assume that there is no maturity risk.) <image 1> If the real rate of interest is currently 2.5%, find the nominal rate of interest on the following U.S. Treasury issues: 3-month bill",A. 7.5% B. 8.5% C. 10.5% D. 11.5%,A,">

>"
"Calculate the value of bond B shown in the following table, all of which pay interest semiannually. <image 1>",,1000,>
" Consider a three-factor APT model. The factors and associated risk premiums are <image 1>. Calculate expected rates of return on the following stock: A stock with average exposure to each factor (i.e., with b = 1 for each). The risk-free interest rate is 7%. ",A. 5% B. 7% C. 13% D. 15.5%,C,>
What is the standard deviation of a random variable q with the following probability distribution? <image 1>,A. 0.9397 B. 0.9492 C. 0.8292 D. 0.8194,C,>
"Spike Equino is the CEO of a private medical equipment company that is proposing to sell 100,000 shares of its stock in an open auction. Suppose the company receives the bids in the following table. <image 1>. What will be the company's total receipts ($) from the sale if the auction is a discriminatory auction?",,7243000,>
"Adam and Arin Adams have collected their personal asset and liability information and have asked you to put together a balance sheet as of December 31, 2015. The following information is received from the Adams family. <image 1> What was their net working capital (NWC) for the year? (Hint: NWC is the difference between total liquid assets and total current liabilities.)","A. $2,100 B. $3,100 C. $4,100 D. $5,100",A,">


>










>



>


>
>
>






>
>
>
>
>
>
>




>
>

>
>
>
>
>
>
>
>
>





>
>



















>
>



>

>
>
>



>










>
>
>
>
>
>
>
>


>




>



















>

>
>






































>"
Here are inflation rates and U.S. stock market and Treasury bill returns between 1929 and 1933: <image 1> . What was the real return on the stock market in 1932?,A. -14.33% B. -23.72% C. 0.45% D. 56.52%,C,>
"Dozier Corporation is a fast-growing supplier of office products. Analysts project the following free cash flows (FCFs) during the next 3 years, after which FCF is expected to grow at a constant 7% rate. Dozier's weighted average cost of capital is WACC = 13%. <image 1> What is the current value of operations for Dozier?",,527.89,
"Peninsular Research is initiating coverage of a mature manufacturing industry. John Jones, CFA, head of the research department, gathered the following fundamental industry and market data to help in his analysis: <image 1> Compute the price-to-earnings $(\frac{P_0}/E_{1})$ ratio for the industry based on this fundamental data",,30.0,>
"Abbey Naylor, CFA, has been directed to determine the value of Sundanci's stock using the Free Cash Flow to Equity (FCFE) model. Naylor believes that Sundanci's FCFE will grow at 27% for 2 years and 13% thereafter. Capital expenditures, depreciation, and working capital are all expected to increase proportionately with FCFE. <image 1> Calculate the amount of FCFE per share for the year 2011, using the data from above table.",,0.286,>
Consider the data in the following table: <image 1>. Determine the interest rate and present value of perpetuity C,"A. interest rate = 5.0%; present value = $1,200,000 B. interest rate = 10.0%; present value = $1,000,000 C. interest rate = 8.0%; present value = $250,000 D. interest rate = 6.0%; present value = $50,000",D,>
"A recent study of inflationary expectations has revealed that the consensus among economic forecasters yields the following average annual rates of inflation expected over the periods noted. (Note: Assume that the risk that future interest rate movements will affect longer maturities more than shorter maturities is zero; that is, assume that there is no maturity risk.) <image 1> If the real rate of interest is currently 2.5%, find the nominal rate of interest on the following U.S. Treasury issues: 5-year bond",A. 7.5% B. 8.5% C. 10.5% D. 11.5%,C,">

>"
 The following table shows interest rates and exchange rates for the U.S. dollar and the Lilliputian nano. The spot exchange rate is 15 nanos = $1. <image 1>. What is Dollar interest rate for 1 year?,A. 5.58 B. 2.34 C. 15.18 D. 3.85,A,">

























>


>










































>
>
>
>
>
>


>

>
>
>


>
>
>
>
>
>

>
>


>







>



>


>
>


>
>

>


>

>

>
>
>
>



>





>






>










>"
Payback Consider the following projects: <image 1> Calculate the discounted payback period for each project,A. Project A: 3 years; Project B: 3 years; Project C: does's exist B. Project A: 3 years; Project B: does's exist; Project C: 3 years C. Project A: does's exist; Project B: 3 years; Project C: 5 years D. Project A: does's exist; Project B: does's exist; Project C: does's exist,C,
"Calculate the value of bond D shown in the following table, all of which pay interest semiannually. <image 1>",,1249,>
