question,options,answer,generated_answer
"Use the drawings to answer the question. Each drawing represents an electromagnetic wave. <image 1>,Which wave has the highest amplitude? ",A. a B. b C. c,A,">












































































>

























>

>
>
>

>
>
>
>












>





>



>
>

















>




























<


>
>


>
>

>





>


>"
"<image 1>,Determine if the following content is correct based on the image and text:The balanced equation for the reaction is (NH4)2CO3->$\Delta $ H2O + CO2 + 2NH3",A. True B. False,A,>
"The figure below <image 1> shows a stable structure of a protein that is to be used for each part of this problem. The dashed line divides the structure into three regions labeled A, B, and C in the figure. Does this protein have quaternary structure and how do you reach that conclusion?",A. True B. False,B,>
"Based on its shape, which microbe is this?<image 1>",A. Neisseria gonorrhoeae B. Chlamydia trachomatis C. Treponema pallidum D. Haemophilis ducreyi,C,
"Use the diagram to answer Problems  <image 1>,At which electrode, A or B, is hydrogen produced? ",A. A B. B C. None of them,A,">






>


































>
>



>




>





>














>




>














>




>

>








>




>



>



>


>
>
>
>
>
>
>












>







>

>
>
>

>
>
>



>





>




>




>




>
>"
The volume of the liquid in the graduated cylinder is reported as 31.8 mL.(a)How many significant figures are there in the measurement?  (b)In which digit is there uncertainty?  <image 1>,"A. 1,2 B. 2,6 C. 3,8 D. 4,1",C,"><




















































































































































































































































<>
































>
<>
>
>


>




<>
>



>





>


><





>
>

















>
>
>
>
>
>
>
>
>
>


>
>
>
>




>
>
>

>
>



>



>







>



>
>


>

>
>
>
>




>









>



>





>
>
>
>
>

>
>
>









>




>
>
>





>



>

>"
What is the following structure? <image 1>,A. Doxorubicin B. Dactinomycin C. Mitoxantrone D. Bleomycin,B,>
"Select for the following pharmacokinetic phenomena <image 1> <image 2> <image 3>, the relevant optical representation. Transdermal absorption by active transport",A. Graph 1 B. Graph 2 C. Graph 3,A,
Which reaction in the following reaction sequence <image 1> is regioselective?,,B,
"Five elements make up 98% of the mass of the human body. These elements are oxygen (61%), carbon (23%), hydrogen (10.0%), nitrogen (2.6%), and calcium (1.4%). Compare these data with those in the pie graph below, which shows the five most abundant elements by mass in Earth's crust, oceans, and atmosphere. <image 1>,______,______,______,_______,are abundant both in the human body and Earth's crust, oceans, and atmosphere? ","A. iron, oxygen, Aluminum, silicon B. Aluminum, silicon, iron, calcium C. oxygen, silicon, iron, calcium",C,>
Which of the following statements is untrue regarding the above structure? <image 1>,A. The chlorine groups are displaced before the drug becomes active. B. Intrastrand cross linking of DNA results from the action of the agent. C. Base pairing between adenine and thymine is disrupted by the agent. D. The compound acts as a metallating agent,C,
The following data relate to the reaction A + B -> C. Find the order with respect to reactant A and B.<image 1>,"A. 2,1 B. 2,2 C. 1,1 D. 1,2",A,">




















































<>















































































































































































>

>



>



>




>
>
>
>








>
<>
>



>


















>
>
>
>
>
>

>
>


>
>

>
>
>

>
>
>
>
>
>

>








>
>
>
>

>
>
>
>
>
>
>
>
>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>


>
>
>
>
>
>
>
>
>
>
>
>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>


>
>

>



>
>
>
>
>
>



>
>
>
>
>"
The following cyclisation <image 1> is part of a synthesis of quinagolide. Which of the following statements is true?,A. The cyclisation is defined as 6-exo-tet and is allowed by Baldwin's rules B. The cyclisation is defined as 6-exo-trig and is allowed by Baldwin's rules C. The cyclisation is defined as 6-endo-tet and is allowed by Baldwin's rules D. The cyclisation is defined as 6-endo-trig and is allowed by Baldwin's rules,C,"><



><























>"
What is the following structure's <image 1> mechanism of action?,A. Topoisomerase poison B. Metallating agent C. Chain terminator D. Antisense agent,A,
"Fill in the following table regarding the Gram stain:(1)Appearance of Gram-positive cells per step:a_____,b_____,c_____,d_____,<image 1>","A. Blueish-purple or violet (primary stain),Blueish-purple or violet (mordant),Blueish-purple or violet (counterstain),Blueish-purple or violet (decolorizer) B. Blueish-purple or violet (mordant),Blueish-purple or violet (primary stain),Blueish-purple or violet (counterstain),Blueish-purple or violet (decolorizer) C. Blueish-purple or violet (primary stain),Blueish-purple or violet (counterstain),Blueish-purple or violet (mordant),Blueish-purple or violet (decolorizer) D. Blueish-purple or violet (primary stain),Blueish-purple or violet (mordant),Blueish-purple or violet (decolorizer),Blueish-purple or violet (counterstain)",D,">


>
>
>
>
>



>





>






>








>



>


>
>
>











>
>
>
>
>
>
>
>
>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>

>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>"
"The figure below <image 1> shows a stable structure of a protein that is to be used for each part of this problem. The dashed line divides the structure into three regions labeled A, B, and C in the figure. Which one of the three parts of this protein is comprised mostly of $\alpha$-helical secondary structure?",,A,>
"The manufacture of compound F requires five separate chemical reactions. The initial reactant, compound A, is converted to compound B, compound B is converted to compound C, and so on. The diagram below summarizes the steps in the manufacture of compound F, including the percent yield for each step. Provide the missing quantities or missing percent yields.Assume that the reactant and product in each step react in a one-to-one mole ratio. <image 1>","A. 20.0%,0.50 mol,0.05 mol,20.0% B. 30.0%,0.50 mol,0.05 mol,20.0% C. 40.0%,0.50 mol,0.05 mol,20.0% D. 50.0%,0.50 mol,0.05 mol,20.0%",D,>
"For the compound pictured below, identify the functional group and name the compound. The red atoms represent oxygen. <image 1>","A. -OH,ethanol. B. one oxygen attached to two alkyl groups,diethyl ether C. ketonic carbonyl,propane-2-one D. -COOH,acetic acid",D,">


















































































































































































































































































>













><






>
























































>











>



>








































>
>


>














>





















>"
Give the IUPAC name for the compound.<image 1>,A. cyclopentane B. 2-methylpropan-2-ol C. 3-pentanone,C,"><
























































































































































































































>


































>
>


>




>
>



>
>








>
>



















>


><









>




>








>

>




















>



>





>







><
>
>

>


>










>

>










>






>
>



>




>








































>"
Use the data from the Nutrition Facts label below to answer the following questions: a. Use the data given on the label for grams of fat and calories from fat to construct a conversion factor that has the units calories per gram. b. Calculate the mass in kilograms for 20 servings of the food. c. Calculate the mass of protein in micrograms for one serving of the food. d. What is the correct number of significant figures for the answer in item a? <image 1>,A. 7.2 Calories/g;0.3 kg;2*10^3$\mu $g;1 B. 7.2 Calories/g;0.4 kg;2*10^4$\mu $g;1 C. 7.4 Calories/g;0.5 kg;2*10^5$\mu $g;1 D. 7.5 Calories/g;0.6 kg;2*10^6$\mu $g;1,D,>
