question,options,answer,generated_answer
"Suppose that in the circuit shown in <image 1>, $V_{CC}$ = 24 V, RB = 960k$\Omega$, RC = 7 k$\Omega$, $\beta $ = 80, and the leakage is egligible. What is the value of of $V_{CE}$, where $V_{CE}$ is the collector-to-emitter voltage ?",,10,>
Find the Laplace transform of the periodic waveform shown in <image 1>.,A. [(1 - e^{-s(T/2)}) / {s(1 - e^{-sT})}] B. [(2 - e^{-s(T)}) / {s(1 - e^{-sT})}] C. [(1 - e^{-s(T/2)}) / {s(1 - e^{-sT})}] D. [(1 - e^{-s(T/3)}) / {s(1 - e^{-sT})}],C,><
Write the signal f(t) shown in <image 1> using the step functions.,A. 4t^2 [u(t) - u(t - 5)] + 20[u(t - 2) - u(t - 5)] + 15(t - 7)[u(t - 5) - u(t - 7)] B. 4t^2 [u(t) - u(t - 2)] + 20[u(t - 2) - u(t - 5)] + 15(t - 7)[u(t - 5) - u(t - 7)] C. 5t^2 [u(t) - u(t - 2)] + 20[u(t - 2) - u(t - 5)] + 15(t - 7)[u(t - 5) - u(t - 7)] D. 5t^2 [u(t) - u(t - 2)] + 20[u(t - 2) - u(t - 3)] + 15(t - 7)[u(t - 5) - u(t - 7)],C,">








>



>











































































































>"
Consider a nonlinear inductor which is defined by $\phi = i + tanh (i)$. Let the current through this inductor be i(t) = sin t. Find the voltage across it (see <image 1>).,A. $[1 + sech^2 (sin t)] cos t$ B. $[1 + sech^2 (sin t)] sin t$ C. $[1 - sech^2 (sin t)] sin t$ D. $[1 - sech^2 (cos t)] sin t$,A,
" At the instant just after the switches are thrown in the circuits of <image 1>, find v in (c) figure.",,20,>
"  After t = 0, each of the circuits in Figure (b) of <image 1> is source-free. Find expression for v in each case for t > 0",A. 10e^{-0.8t} V B. -5e^{-0.8t} V C. -2e^{-1t} V D. -6e^{-2t} V,A,
For the circuit of <image 1>. Let $v_s(t) = 3t u(t)$ and find i(t);,A. 2 e^{-2t} u(t) B. 3 e^{-2t} u(t) C. 2.2 e^{-2t} u(t) D. 3 e^{-3t} u(t),B,"><>




























>



>



>
>

>



>



>



>
>





>




>






























>




>


>



>

>
>
>

>


>
>
>
>
><





>










>



>








>
>

>



>
>

>
>
>
>
>
>
>

>

>
>


>


>

>
>
>


>
>


>
>
>
>
>


>
>
>
>
>

>
>"
Calculate the voltages $v_2$ in <image 1>.,A. -90 cos(t) V B. -90 cos(2t) V C. 90 cos(2t) V D. 90 sin(2t) V,A,">







































>

































>





>"
 In <image 1>. $v_c = sin 2 \pi T$. Find an expression for i and calculate i at the instants t = 0.,A. $3 \pi x 10^-5 A$ B. $\pi x 10^-5 A$ C. $2 \pi x 10^-5 A$ D. $\pi x 10^-4 A$,C,
First obtain the Fourier series of the waveform below in <image 1>. Then find the sum of the first four terns of the series at t = 2.,,0.9965,">

>
>



>












>
>"
 In the circuit of <image 1>. Find $v_C(t)$ for t > 0.,A. [70.7 cos (20t - 60^{\circ})] u(t) V B. [70.7 cos (10t - 45^{\circ})] u(t) V C. [70.7 cos (20t - 45^{\circ})] u(t) V D. [70.7 cos (20t - 90^{\circ})] u(t) V,C,<
Consider the capacitor shown in  <image 1>. The capacitance C(t) is given by $C(t) = C_0 (1 + 0.5 sin t)$. The voltage across this capacitor is given by $v(t) = 2 sin wt$ Find the current through the capacitor.,A. $C_0 sin wt cos t + 2w C_0 cos wt (1 + 0.5 sin t)$ B. $C_0 cos wt cos t + 2w C_0 sin wt (1 + 0.5 sin t)$ C. $C_0 sin wt cos t + 4w C_0 cos wt (1 + sin t)$ D. $C_0 sin wt cos t + 2w C_0 cos wt (1 - sin t)$,A,
Assume for the common-emitter circuit shown in  <image 1> we have the  following numerical values for a germanium transistor. $V_{BB}$ = + 15V   $V_{CC}$ = + 15V   $V_{BE}$ = 0.3V  $R_C$ = 4k$\Omega$        $R_E$ = 600$\Omega$      $\beta $ = 60. What value of RB is required to set VCE to 8 V?,,551,">




















































































































































>




>












































































































>
>


>
>









>


>



>
>






























>



>





>
>
>



>


>










>
>
>
>



>


>

>
>


>




>



>
>
>
>
>
>
>
>
>

>
>






>











>

>







>


>




>
>

>
>


>




>


>



>







>
>


>
>
>
>"
For the rectifier circuit in <image 1>. Determine a safe PRV rating for this rectifier.,,50,
"Find the equivalent capacitor C as shown in <image 1>, where $\mu F$ denotes a microfarad, equivalent to $10^{-6}$ farad.",,6.333,>
"For the circuit shown in <image 1>, find the phase of $I_{cC}$. Answer the angular degree in numerical form.",,-120,">
























































































































































































































































































>
>




























>



>

>




>






















>
>
>
>
>















>




































































































>"
Find $v_2$ in the circuit shown in <image 1>.,A. 75 + 13.3 cos(250t - 57.7°)V B. 75 + 23.3 cos(250t - 57.7°)V C. 45 + 3.3 cos(250t - 57.7°)V D. 95 + 13.3 cos(250t - 57.7°)V,A,
"In <image 1>, let circuit element X be a 2-ohm resistance. Find the power supplied by the 6-V source.",,30,">
>

>

>
>
>


>
>
































>





























>



>







>





>


>






>

>


>
>











>
>

>




>"
"For the ladder network shown in <image 1>, find the phase of $V_out$ if $V_{in}$ = 100 \phase{0} mV. Return the angular degree.",,-141,
